experiment_name,run_mode,num_nodes,network_type,network_label,resource_consumption_mode,resource_consumption_fixed_mode,consumption_label,strategy_update_rule,r,final_actual_cooperation_mean,final_mean_resource_mean,final_mean_pool_grown_mean,final_mean_consumption_mean,final_mean_payoff_mean,final_gini_mean,return_mean,return_std
n50_ba_m2__proportional__piecewise_linear_constant__fermi__r0p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.004,0.8988441474055504,0.5495642810730528,0.06014220737027752,0.060142207370277624,0.19599999999991277,38.77340241720809,57.72762197301344
n50_ba_m2__proportional__piecewise_linear_constant__fermi__r0p5,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,0.5,0.364,95.30401177535651,54.80191678814107,6.148426047196192,6.1479168786288705,0.7566414773198751,3707.2516253858425,1392.3637178350484
n50_ba_m2__proportional__piecewise_linear_constant__fermi__r0p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.512,140.0216607791398,80.2247457865357,8.947228203230916,8.936324917752447,0.6694476414717798,5887.753046626016,1354.3806454198564
n50_ba_m2__proportional__piecewise_linear_constant__fermi__r1p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.528,147.00531534060548,84.1773234367971,9.356665767089817,9.356665765898962,0.6527306367637951,6257.793362225109,1216.7137477917017
n50_ba_m2__proportional__piecewise_linear_constant__fermi__r1p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.536,151.90294442180715,86.863770323244,9.638130455395903,9.514465769284978,0.6460806274679693,6189.118096503763,1275.631362377005
n50_ba_m2__proportional__piecewise_linear_constant__fermi__r2p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.536,148.6352121824063,85.10616669879828,9.468560609289778,9.468560605900494,0.6416482083204789,6021.43631077646,1138.5875938314398
n50_ba_m2__proportional__piecewise_linear_constant__fermi__r2p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,2.75,0.54,150.56515262515262,86.19883394383393,9.580257631257632,9.580257631257632,0.6298368493452845,5973.365462245298,1027.2748507650003
n50_ba_m2__proportional__piecewise_linear_constant__fermi__r3p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,3.25,0.54,147.47490731532667,84.48319902319902,9.425745365791958,9.425745365279449,0.6472501103973121,5833.407837865736,931.9856931512536
n50_er_k4__proportional__piecewise_linear_constant__fermi__r0p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.465120833990344,0.9986083468129304
n50_er_k4__proportional__piecewise_linear_constant__fermi__r0p5,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.5,0.46399999999999997,137.044422524803,78.34272686222592,8.615458702811017,8.614707171393686,0.6888257545512678,5489.403391637126,1007.1943164716495
n50_er_k4__proportional__piecewise_linear_constant__fermi__r0p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.596,190.40711099695295,108.43642857142859,11.785186936169376,11.784559209734818,0.5992325394003356,7910.339940872431,1104.5322313703666
n50_er_k4__proportional__piecewise_linear_constant__fermi__r1p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.6120000000000001,204.1393990106944,115.43023809523808,12.61672742723999,11.080059300286635,0.6099519940871376,8422.824628604012,924.9853541410362
n50_er_k4__proportional__piecewise_linear_constant__fermi__r1p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.556,168.402200401661,96.11,10.532911155740111,10.532888442598892,0.6319738540153242,7845.056064073487,731.013332503815
n50_er_k4__proportional__piecewise_linear_constant__fermi__r2p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.5760000000000001,178.29748425848078,101.65722222222223,11.105140226250953,11.075819959712703,0.6194923034219686,7853.9658384104505,912.0370269254909
n50_er_k4__proportional__piecewise_linear_constant__fermi__r2p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,2.75,0.5760000000000001,179.95332263322342,102.57912698412699,11.186466183232941,11.186465151797607,0.6325211774669619,7632.23522865854,659.3919306188548
n50_er_k4__proportional__piecewise_linear_constant__fermi__r3p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,3.25,0.556,165.2678494900485,94.35968253968255,10.376240772262886,10.375274817053693,0.6291175159294824,7174.102537006317,733.5650150698066
n50_regular_d4__proportional__piecewise_linear_constant__fermi__r0p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.661887953696073,1.470690318046957
n50_regular_d4__proportional__piecewise_linear_constant__fermi__r0p5,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.5,0.516,144.4236934496928,82.68571083987946,9.181896207012965,9.183665516446442,0.6441363279871787,5884.447191934842,850.1408297840253
n50_regular_d4__proportional__piecewise_linear_constant__fermi__r0p75,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.556,165.2892199094113,94.40820580060797,10.377431274858136,10.374025687106716,0.6220772982841771,7864.550072106278,1646.8386408417305
n50_regular_d4__proportional__piecewise_linear_constant__fermi__r1p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.588,181.70253548629105,103.64000000000001,11.31961505403234,11.317849459676612,0.5869266273643391,8864.520138829077,1649.6869005398603
n50_regular_d4__proportional__piecewise_linear_constant__fermi__r1p75,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.5800000000000001,178.74587339317355,101.96,11.141763710352617,11.132362896473824,0.5891746603689583,8488.77226831617,1319.8749541347943
n50_regular_d4__proportional__piecewise_linear_constant__fermi__r2p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.5720000000000001,173.88437471111465,99.23999999999998,10.86781941234607,10.867805876539299,0.5942943310115896,8205.318814850378,1313.3163882693354
n50_regular_d4__proportional__piecewise_linear_constant__fermi__r2p75,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,2.75,0.56,168.5673936069566,96.23999999999998,10.556377067439621,10.556229325603788,0.5983606145632939,7808.431252608313,1062.8619697117144
n50_regular_d4__proportional__piecewise_linear_constant__fermi__r3p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,3.25,0.556,166.06763636367344,94.84,10.416181818185942,10.416181818140597,0.6218124582436485,7611.5991304316685,1348.4976296925756
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r0p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.953337698347998,1.5152344815575274
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r0p5,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,0.5,0.40800000000000003,94.77112569602593,54.712641439130095,6.288941900570503,6.289229585186394,0.7223113860158736,5117.712916903851,997.9279434105742
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r0p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.492,132.94133640889075,75.5727624978214,8.603451248146657,7.104086502342334,0.6710652542730908,7303.321476097621,1803.1326752412836
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r1p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.524,148.9826342568954,85.22,9.446292695210598,9.327073047894007,0.6562463523440768,7727.697384154162,1563.864055858917
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r1p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.476,124.46262818342272,71.48523809523809,8.031932232020514,8.031915775032944,0.6729008278567801,7058.384169961125,1547.893521629106
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r2p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.472,121.95060053827925,69.55238095238096,7.964814860018153,6.795118197934356,0.6791888885592388,6816.573219598633,1319.8959439566745
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r2p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,2.75,0.46799999999999997,117.52133690832257,67.60904761904762,7.654476587697218,7.65428174207545,0.6729759397607286,6537.482236053639,1291.0575734855474
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__fermi__r3p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,3.25,0.45199999999999996,109.43267039046665,63.011428571428574,7.194360202115344,7.091826550275132,0.6844715483625313,6174.751489067114,1016.0382685260304
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r0p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.192,9.779650410153735,6.012407725584556,0.8345825205076869,0.8345825205076869,0.8492291360767037,446.050260768366,154.797131583183
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r0p5,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.5,0.544,75.248202092749,43.56571350025316,4.997609986360236,4.997612351904529,0.6089923891790946,2869.6856129099515,383.3039674510316
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r0p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.58,107.0830597190477,61.58368260394576,6.914153012789105,6.91415247605472,0.5866043104830434,4250.880552330735,501.1441492343245
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r1p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.592,113.5513189033189,65.2468253968254,7.303165945165945,7.303165945165946,0.592169948318478,4652.037976300476,611.0483130841661
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r1p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.584,114.57985818872763,65.82212132896343,7.364192984418244,7.3641914847810055,0.6175127734954355,4739.147221475761,752.1867725213474
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r2p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.5599999999999999,101.11199743011436,58.239590643274845,6.58360075409328,6.58358310234207,0.6156676351294438,4627.107172634462,663.5946915528649
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r2p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.75,0.5680000000000001,113.90256686004054,65.4988117730223,7.369528343002028,7.369528343002029,0.6329806179183594,4986.730085462991,671.3651588269681
n50_ba_m2__proportional__piecewise_linear_degree_scaled__fermi__r3p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,3.25,0.584,119.09863000157736,68.42744650086755,7.6701315000788695,7.670131500078864,0.6211453832895579,5057.0228052600705,843.5450316796346
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r0p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.164,6.950574779522259,4.2236161287364755,0.5643287389761167,0.5643287389760431,0.8757528679495451,296.7984942815258,32.834917356833806
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r0p5,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.5,0.492,80.56807279050778,46.4252277608301,5.255624566772139,5.25520602183718,0.6639155511176795,3249.824035856234,286.2915699069505
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r0p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.5800000000000001,138.5384696744351,79.16238118411681,8.68859330558584,8.687196868304154,0.5913675776003844,5986.584056841102,634.9670154592052
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r1p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.592,144.96148340548515,82.74801587301589,9.039274170274286,9.039274170273758,0.5852932335591146,6727.749553504628,741.2963171938857
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r1p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.584,138.42708873298645,79.06769841269843,8.658154480031921,8.65815361237993,0.609403241513369,6627.0338520803225,817.6642292102458
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r2p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.5880000000000001,146.66060904447215,83.69333333333334,9.133030634570904,9.133026987625055,0.6010866143612577,6686.392575643387,1007.3972103556376
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r2p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.75,0.6,151.0587013844667,86.1559523809524,9.378749889279291,9.37445348816023,0.5946198766130402,6684.112437038835,960.1671347975612
n50_er_k4__proportional__piecewise_linear_degree_scaled__fermi__r3p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,3.25,0.5800000000000001,143.45459582941572,81.89746031746031,8.954348390217184,8.953976415289201,0.6087801554395857,6364.711248930698,889.3415060940904
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r0p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.661887953696073,1.470690318046957
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r0p5,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.5,0.516,144.4236934496928,82.68571083987946,9.181896207012965,9.183665516446442,0.6441363279871787,5884.447191934842,850.1408297840253
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r0p75,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.556,165.2892199094113,94.40820580060797,10.377431274858136,10.374025687106716,0.6220772982841771,7864.550072106278,1646.8386408417305
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r1p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.588,181.70253548629105,103.64000000000001,11.31961505403234,11.317849459676612,0.5869266273643391,8864.520138829077,1649.6869005398603
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r1p75,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.5800000000000001,178.74587339317355,101.96,11.141763710352617,11.132362896473824,0.5891746603689583,8488.77226831617,1319.8749541347943
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r2p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.5720000000000001,173.88437471111465,99.23999999999998,10.86781941234607,10.867805876539299,0.5942943310115896,8205.318814850378,1313.3163882693354
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r2p75,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.75,0.56,168.5673936069566,96.23999999999998,10.556377067439621,10.556229325603788,0.5983606145632939,7808.431252608313,1062.8619697117144
n50_regular_d4__proportional__piecewise_linear_degree_scaled__fermi__r3p25,proportional,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,3.25,0.556,166.06763636367344,94.84,10.416181818185942,10.416181818140597,0.6218124582436485,7611.5991304316685,1348.4976296925756
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r0p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,12.382327118703694,1.637647730452087
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r0p5,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.5,0.40800000000000003,89.7047909248906,51.86722537161948,6.003328263318435,6.009553921840337,0.7279693455154999,4979.121248017507,1138.1733611601308
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r0p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.536,152.9769371154709,87.50333333333333,9.686844864681952,9.662884686513816,0.6486698891693867,7470.930687255155,1655.1167280047173
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r1p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.524,146.44370565869337,83.8452380952381,9.313385284828362,9.313385246954468,0.6601050614163114,7983.332555856755,1386.123729084511
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r1p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.476,117.67109962921135,67.71190476190478,7.688354985256287,7.688354909341899,0.6851652318567975,7366.111166096662,1371.757256257208
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r2p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.496,128.09083989846204,73.57476190476191,8.289341999300017,8.289341911761731,0.6712133463899337,7144.572374079269,1334.202764400353
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r2p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.75,0.496,126.10763636367335,72.49,8.19418181818593,8.194181818140702,0.6594880787222352,6861.4759597257535,1368.5281109026027
n50_ws_k4_p0p1__proportional__piecewise_linear_degree_scaled__fermi__r3p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,3.25,0.496,126.2754796695951,72.55666666666669,8.191423666992048,8.17442999674618,0.6672697100940278,6771.651542770237,1329.8380151395731
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r0p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.008,1.7944243422758759,1.0977005829119448,0.12010053009068322,0.12051427055289499,0.3919999999998252,66.99052196868206,69.39364138551845
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r0p5,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.5,0.396,95.49084742584046,54.181423707143644,6.295897409305126,6.876796649043078,0.7202885464994437,3788.772470059322,735.7000368834966
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r0p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.528,134.02523879240877,76.81105426730839,8.718040483837475,9.118469599496768,0.6368385758339349,5502.440262469386,785.9157708169578
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r1p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.52,130.49110266422798,74.29840530814215,8.568097818521967,7.912827035280595,0.634347027275167,5489.6224569126625,613.2849794162868
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r1p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.524,131.20935190593462,75.22915815178972,8.556204499857769,9.073466408637,0.6230251536497466,5529.157246099729,620.6509209586919
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r2p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.532,135.3197991835642,77.47552117473171,8.768879601722812,9.751086750830732,0.6315652167848028,5561.654885101675,751.40103334041
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r2p75,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.75,0.548,141.26737614837214,81.67905500931818,9.092129870185428,10.77290861484903,0.6225670750974889,5599.503951764675,619.336398951546
n50_ba_m2__proportional__piecewise_linear_constant__q_learning__r3p25,proportional,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,3.25,0.556,142.6451979623614,82.50822119401066,9.189992013682552,10.899349702392875,0.6193861328254779,5677.569551821956,667.5880487194373
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r0p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,10.924642561089945,0.8380721464478166
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r0p5,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.5,0.488,140.35765617230396,76.49037435896054,8.869306967673076,10.44882378651553,0.6424835223537229,5028.957108145258,505.62730211280683
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r0p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.5640000000000001,166.80191982094107,93.6203582656631,10.391801368199166,13.133693825156922,0.6038894426289183,6952.949637182357,629.3868516208202
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r1p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.6040000000000001,181.71387906008607,101.17373015873017,11.349527702820222,13.027796460330611,0.5829357260737857,7628.244389683945,651.0184007018585
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r1p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.6,179.16713523423422,99.93690476190477,11.152462999640196,13.782338241070477,0.5932667836007142,7399.347682408714,485.7754178812691
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r2p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.596,176.7170816180008,98.37865079365079,11.011617695281881,13.70434540764509,0.591189951725129,7147.140560310667,493.8726420826956
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r2p75,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.75,0.588,167.71980253604733,94.24769841269843,10.546987481681375,12.623040384101184,0.5983765656851681,6944.102816263107,527.9914443870225
n50_er_k4__proportional__piecewise_linear_constant__q_learning__r3p25,proportional,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,3.25,0.5840000000000001,169.10068191051363,95.04936507936509,10.53520869648918,14.227716677219206,0.5984538142655952,6854.538558401267,498.47803760853714
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r0p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.462551705481113,0.8824638893807073
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r0p5,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.5,0.476,138.1847618968577,72.42647641244105,8.869594235906288,8.270471414638228,0.6489321688853676,5176.010169063879,377.971166279634
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r0p75,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.532,166.77142246936745,87.02621593379169,10.478092470165603,10.551665536221059,0.5875249371066924,7313.598643169682,313.2440309515769
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r1p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.592,196.5122039481817,104.16,12.338442029940765,9.809805379307154,0.5432665698333923,8511.161167982316,896.8836675853414
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r1p75,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.5720000000000001,183.74800620314417,96.12,11.709733474795119,7.775070182036939,0.5637517319414536,8067.120620672553,722.2800128598918
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r2p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.58,189.60888669950674,99.08000000000001,11.926263035249196,9.82588902977199,0.5425180608479324,7947.251860305458,703.1022059642444
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r2p75,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.75,0.536,169.41725854473452,88.8,10.747161061241416,8.69319838114765,0.5844557053950321,7633.830226703353,483.3376340458005
n50_regular_d4__proportional__piecewise_linear_constant__q_learning__r3p25,proportional,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,3.25,0.548,179.0902122210993,92.03999999999999,11.260265102172154,9.833175279828392,0.5900321657084884,7624.169680330437,731.3918769594865
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__q_learning__r0p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.448744807168973,0.8565660894923758
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__q_learning__r0p5,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.5,0.43599999999999994,108.03744233173703,59.59856260923824,7.120470696795067,7.10049909263078,0.6895538420001099,4619.106982374447,424.7509069524134
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__q_learning__r0p75,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.46799999999999997,129.7320709308497,70.43399476318423,8.372724975161749,7.738296402776446,0.661534432965271,6505.231436052733,609.3449278116094
n50_ws_k4_p0p1__proportional__piecewise_linear_constant__q_learning__r1p25,proportional,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.516,152.50132676054366,82.01285714285714,9.717500744582162,9.212812613482557,0.6250923663817393,7347.04233470198,817.2986412864014
